"This file contains political files uploaded by KYW-TV during the years 2014 as of 2014-11-06 16:30:29.302013. This station serves PHILADELPHIA, PA in the PHILADELPHIA market and FCC's partyName--generally the owner-- is CBS BROADCASTING INC.. FCC records give the rfChannel as 26, virtualChannel as 3 and network affiiliate as CBS."
filetype,order_number,print_date,agency_name,advertiser_name,agency_contact,product,flight_date_start,flight_date_end,number_of_spots,gross_amount,file_url,upload_time,callsign,file_size,fcc_id,pdf_location,txt_location,Tagged,Producer,Creator,Encrypted,Author,File size,Optimized,PDF version,Title,Page size,CreationDate,Pages
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Tom%20Wolf/KYW%20TOM%20WOLF%20D%20GOVERNOR%2DPA%20ORD91624%20STATE%20ORDER%20%2814102735593176%29.pdf,2014-09-09 10:39:00,KYW-TV,37.89 Kb,14102735593176,pdfs/14102735593176.pdf,txts/14102735593176.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,38803 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Tue Sep  9 09:57:26 2014,4
contract,1041-91624-1,09/08/14,SHORR JOHNSON MAGNUS,TOM WOLF FOR GOVERNOR, , D GOVERNOR PA,09/09/14,09/15/14,43,48240.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Tom%20Wolf/KYW%20TOM%20WOLF%20D%20GOVERNOR%2DPA%20ORD91624%20STATE%20TRACT%20%2814102735595588%29.pdf,2014-09-09 10:39:00,KYW-TV,89.15 Kb,14102735595588,pdfs/14102735595588.pdf,txts/14102735595588.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,91291 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Tue Sep  9 09:58:00 2014,3
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Tom%20Wolf/KYW%20TOM%20WOLF%20D%20GOVERNOR%2DPA%20ORD91726%20STATE%20INVOICE%20%2814123464249318%29.pdf,2014-10-03 10:27:00,KYW-TV,75.78 Kb,14123464249318,pdfs/14123464249318.pdf,txts/14123464249318.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,77595 bytes,yes,1.6,,792 x 612 pts (letter),Fri Oct  3 10:24:06 2014,7
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Tom%20Wolf/KYW%20TOM%20WOLF%20D%20GOVERNOR%2DPA%20ORD91726%20STATE%20ORDER%20%2814108804733630%29.pdf,2014-09-16 11:14:00,KYW-TV,37.80 Kb,14108804733630,pdfs/14108804733630.pdf,txts/14108804733630.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,38704 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Tue Sep 16 09:12:14 2014,4
contract,1041-91726-1,09/15/14,SHORR JOHNSON MAGNUS,TOM WOLF FOR GOVERNOR,Michael D'Ettorre, TOM WOLF FOR GOVERNOR 9/16-9/22,09/16/14,09/22/14,41,43445.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Tom%20Wolf/KYW%20TOM%20WOLF%20D%20GOVERNOR%2DPA%20ORD91726%20STATE%20TRACT%20%2814108804735618%29.pdf,2014-09-16 11:14:00,KYW-TV,83.47 Kb,14108804735618,pdfs/14108804735618.pdf,txts/14108804735618.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,85473 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Tue Sep 16 09:10:34 2014,2
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Tom%20Wolf/KYW%20TOM%20WOLF%20D%20GOVERNOR%2DPA%20ORD91856%20STATE%20INVOICE1%20%2814133140253652%29.pdf,2014-10-14 15:13:00,KYW-TV,68.69 Kb,14133140253652,pdfs/14133140253652.pdf,txts/14133140253652.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,70337 bytes,yes,1.6,,792 x 612 pts (letter),Tue Oct 14 14:59:50 2014,6
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Tom%20Wolf/KYW%20TOM%20WOLF%20D%20GOVERNOR%2DPA%20ORD91856%20STATE%20INVOICE2%20%2814133140251260%29.pdf,2014-10-14 15:13:00,KYW-TV,48.43 Kb,14133140251260,pdfs/14133140251260.pdf,txts/14133140251260.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,49596 bytes,yes,1.6,,792 x 612 pts (letter),Tue Oct 14 15:00:23 2014,2
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Tom%20Wolf/KYW%20TOM%20WOLF%20D%20GOVERNOR%2DPA%20ORD91856%20STATE%20ORDER%20%2814114805067615%29.pdf,2014-09-23 09:55:00,KYW-TV,38.34 Kb,14114805067615,pdfs/14114805067615.pdf,txts/14114805067615.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,39256 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Tue Sep 23 08:39:41 2014,4
contract,1041-91856-2,09/22/14,SHORR JOHNSON MAGNUS,TOM WOLF FOR GOVERNOR,Michael D'Ettorre, TOM WOLF FOR GOVERNON 9.23-9.29,09/23/14,09/29/14,40,40720.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Tom%20Wolf/KYW%20TOM%20WOLF%20D%20GOVERNOR%2DPA%20ORD91856%20STATE%20TRACT%20%2814114805070579%29.pdf,2014-09-23 09:55:00,KYW-TV,84.03 Kb,14114805070579,pdfs/14114805070579.pdf,txts/14114805070579.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,86043 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Tue Sep 23 08:40:16 2014,2
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Tom%20Wolf/KYW%20TOM%20WOLF%20D%20GOVERNOR%2DPA%20ORD91980%20STATE%20INVOICE%20%2814133140248608%29.pdf,2014-10-14 15:13:00,KYW-TV,75.36 Kb,14133140248608,pdfs/14133140248608.pdf,txts/14133140248608.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,77166 bytes,yes,1.6,,792 x 612 pts (letter),Tue Oct 14 15:00:39 2014,7
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Tom%20Wolf/KYW%20TOM%20WOLF%20D%20GOVERNOR%2DPA%20ORD91980%20STATE%20ORDER%20%2814120915184465%29.pdf,2014-09-30 11:38:00,KYW-TV,37.55 Kb,14120915184465,pdfs/14120915184465.pdf,txts/14120915184465.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,38456 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Tue Sep 30 10:06:26 2014,4
contract,1041-91980-1,09/29/14,SHORR JOHNSON MAGNUS,TOM WOLF FOR GOVERNOR, , D GOVERNOR PA,09/30/14,10/06/14,34,48550.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Tom%20Wolf/KYW%20TOM%20WOLF%20D%20GOVERNOR%2DPA%20ORD91980%20STATE%20TRACT%20%2814120915186407%29.pdf,2014-09-30 11:38:00,KYW-TV,88.35 Kb,14120915186407,pdfs/14120915186407.pdf,txts/14120915186407.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,90473 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Tue Sep 30 10:06:54 2014,3
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Tom%20Wolf/KYW%20TOM%20WOLF%20D%20GOVERNOR%2DPA%20ORD92129%20STATE%20INVOICE%20%2814152149761416%29.pdf,2014-11-05 14:16:00,KYW-TV,89.29 Kb,14152149761416,pdfs/14152149761416.pdf,txts/14152149761416.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,91437 bytes,yes,1.6,,792 x 612 pts (letter),Wed Nov  5 12:50:40 2014,9
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Tom%20Wolf/KYW%20TOM%20WOLF%20D%20GOVERNOR%2DPA%20ORD92129%20STATE%20ORDER%20%2814127826944128%29.pdf,2014-10-08 11:38:00,KYW-TV,42.62 Kb,14127826944128,pdfs/14127826944128.pdf,txts/14127826944128.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,43647 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Wed Oct  8 11:22:45 2014,5
contract,1041-92129-1,10/06/14,SHORR JOHNSON MAGNUS,TOM WOLF FOR GOVERNOR,Michael D'Ettorre, D GOVERNOR PA,10/07/14,10/13/14,59,70685.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Tom%20Wolf/KYW%20TOM%20WOLF%20D%20GOVERNOR%2DPA%20ORD92129%20STATE%20TRACT%20%2814127826946468%29.pdf,2014-10-08 11:38:00,KYW-TV,90.11 Kb,14127826946468,pdfs/14127826946468.pdf,txts/14127826946468.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,92277 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Wed Oct  8 11:23:55 2014,3
contract,1041-92199-1,10/13/14,SHORR JOHNSON MAGNUS,TOM WOLF FOR GOVERNOR, , TOM WOLF 10/14-10/20,10/14/14,10/20/14,62,70985.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Tom%20Wolf/KYW%20TOM%20WOLF%20D%20GOVERNOR%2DPA%20ORD92199%20STATE%20CONTRACT%20%2814132973784892%29.pdf,2014-10-14 10:36:00,KYW-TV,88.62 Kb,14132973784892,pdfs/14132973784892.pdf,txts/14132973784892.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,90744 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Tue Oct 14 08:58:48 2014,3
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Tom%20Wolf/KYW%20TOM%20WOLF%20D%20GOVERNOR%2DPA%20ORD92199%20STATE%20INVOICE%20%2814152150039798%29.pdf,2014-11-05 14:16:00,KYW-TV,94.46 Kb,14152150039798,pdfs/14152150039798.pdf,txts/14152150039798.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,96730 bytes,yes,1.6,,792 x 612 pts (letter),Wed Nov  5 12:29:48 2014,10
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Tom%20Wolf/KYW%20TOM%20WOLF%20D%20GOVERNOR%2DPA%20ORD92199%20STATE%20ORDER%20%2814132973787684%29.pdf,2014-10-14 10:36:00,KYW-TV,43.46 Kb,14132973787684,pdfs/14132973787684.pdf,txts/14132973787684.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,44508 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Tue Oct 14 08:58:04 2014,5
contract,1041-92260-1,10/20/14,SHORR JOHNSON MAGNUS,TOM WOLF FOR GOVERNOR,Michael D'Ettorre, GOVERNOR PA,10/21/14,10/27/14,64,73260.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Tom%20Wolf/KYW%20TOM%20WOLF%20D%20GOVERNOR%2DPA%20ORD92260%20STATE%20CONTRACT%20%2814139085425764%29.pdf,2014-10-21 12:22:00,KYW-TV,89.04 Kb,14139085425764,pdfs/14139085425764.pdf,txts/14139085425764.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,91177 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Tue Oct 21 09:44:49 2014,3
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/GOVERNOR%20%2D%20PA/Tom%20Wolf/KYW%20TOM%20WOLF%20D%20GOVERNOR%2DPA%20ORD92260%20STATE%20ORDER%20%2814139085423046%29.pdf,2014-10-21 12:22:00,KYW-TV,42.95 Kb,14139085423046,pdfs/14139085423046.pdf,txts/14139085423046.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,43984 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Tue Oct 21 09:44:21 2014,5
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/LT%20GOVERNOR%20%2D%20PA/MARK%20SMITH/KYW%20MARK%20SMITH%20D%20LT%2DGOVERNOR%2DPA%20BASEFILE%20STATE%20NAB%20%2814006967195436%29.pdf,2014-05-21 14:25:00,KYW-TV,263.65 Kb,14006967195436,pdfs/14006967195436.pdf,txts/14006967195436.txt,no,TCPDF 5.9.009 (http://www.tcpdf.org) (TCPDF),,no,,269978 bytes,yes,1.7,,595.28 x 841.89 pts (A4),Mon May 12 14:27:28 2014,2
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/LT%20GOVERNOR%20%2D%20PA/MARK%20SMITH/KYW%20MARK%20SMITH%20D%20LT%2DGOVERNOR%2DPA%20BASEFILE%20STATE%20PIQ%20%2814006965737541%29.pdf,2014-05-21 14:22:00,KYW-TV,137.80 Kb,14006965737541,pdfs/14006965737541.pdf,txts/14006965737541.txt,yes,Microsoft® Word 2010,Microsoft® Word 2010,no,"Pflieger, Zakary",141111 bytes,no,1.5,,612 x 792 pts (letter),Tue May 20 17:54:47 2014,1
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/LT%20GOVERNOR%20%2D%20PA/MARK%20SMITH/KYW%20MARK%20SMITH%20D%20LT%2DGOVERNOR%2DPA%20ORD89868%20STATE%20INVOICE%20%2814018970558940%29.pdf,2014-06-04 11:50:00,KYW-TV,70.02 Kb,14018970558940,pdfs/14018970558940.pdf,txts/14018970558940.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,71703 bytes,yes,1.6,,792 x 612 pts (letter),Wed Jun  4 11:30:01 2014,6
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/LT%20GOVERNOR%20%2D%20PA/MARK%20SMITH/KYW%20MARK%20SMITH%20D%20LT%2DGOVERNOR%2DPA%20ORD89868%20STATE%20ORDER%20%2814006965250488%29.pdf,2014-05-21 14:22:00,KYW-TV,34.26 Kb,14006965250488,pdfs/14006965250488.pdf,txts/14006965250488.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,35084 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Tue May 20 17:34:35 2014,3
contract,1041-89868-3,05/12/14,CANAL PARTNERS MEDIA LLC,MARK SMITH FOR PA, , D LT GOVERNOR PA,05/13/14,05/20/14,52,17150.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/LT%20GOVERNOR%20%2D%20PA/MARK%20SMITH/KYW%20MARK%20SMITH%20D%20LT%2DGOVERNOR%2DPA%20ORD89868%20STATE%20TRACT%20%2814006965254872%29.pdf,2014-05-21 14:22:00,KYW-TV,85.11 Kb,14006965254872,pdfs/14006965254872.pdf,txts/14006965254872.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,zrpflieger,87155 bytes,no,1.3,(\(KYW-TV \)TVContractPrint_6d65dd19-08d0-439d-a0d1-b5dc09fc9303.pdf),612 x 792 pts (letter),Tue May 20 17:35:17 2014,2
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/LT%20GOVERNOR%20%2D%20PA/MIKE%20STACK/KYW%20MIKE%20STACK%20D%20LT%2DGOVERNOR%2DPA%20BASEFILE%20STATE%20NAB%20%2814005431810632%29.pdf,2014-05-19 19:46:00,KYW-TV,278.83 Kb,14005431810632,pdfs/14005431810632.pdf,txts/14005431810632.txt,no,,Hewlett Packard MFP,no,,285521 bytes,yes,1.4,,612 x 792 pts (letter),,1
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/LT%20GOVERNOR%20%2D%20PA/MIKE%20STACK/KYW%20MIKE%20STACK%20D%20LT%2DGOVERNOR%2DPA%20BASEFILE%20STATE%20PIQ%20%2814006929258182%29.pdf,2014-05-21 13:22:00,KYW-TV,137.44 Kb,14006929258182,pdfs/14006929258182.pdf,txts/14006929258182.txt,yes,Microsoft® Word 2010,Microsoft® Word 2010,no,"Pflieger, Zakary",140736 bytes,no,1.5,,612 x 792 pts (letter),Tue May 20 15:16:22 2014,1
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/LT%20GOVERNOR%20%2D%20PA/MIKE%20STACK/KYW%20MIKE%20STACK%20D%20LT%2DGOVERNOR%2DPA%20ORD89907%20STATE%20INVOICE%20%2814012918034430%29.pdf,2014-05-28 11:43:00,KYW-TV,128.83 Kb,14012918034430,pdfs/14012918034430.pdf,txts/14012918034430.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,131919 bytes,yes,1.6,,792 x 612 pts (letter),Wed May 28 11:38:30 2014,16
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/LT%20GOVERNOR%20%2D%20PA/MIKE%20STACK/KYW%20MIKE%20STACK%20D%20LT%2DGOVERNOR%2DPA%20ORD89907%20STATE%20ORDER%20%2814006930071027%29.pdf,2014-05-21 13:23:00,KYW-TV,56.08 Kb,14006930071027,pdfs/14006930071027.pdf,txts/14006930071027.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,57430 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Wed May 21 13:22:32 2014,7
contract,1041-89907-1,05/05/14,DUDLEY MEDIA,COMMITTEE TO ELECT MIKE STACK, , COMMT. TO ELECT MIKE STACK,05/08/14,05/20/14,119,84240.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/LT%20GOVERNOR%20%2D%20PA/MIKE%20STACK/KYW%20MIKE%20STACK%20D%20LT%2DGOVERNOR%2DPA%20ORD89907%20STATE%20TRACT%20%2814006930073893%29.pdf,2014-05-21 13:23:00,KYW-TV,98.29 Kb,14006930073893,pdfs/14006930073893.pdf,txts/14006930073893.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,zrpflieger,100645 bytes,no,1.3,(\(KYW-TV \)TVContractPrint_84a24156-bc14-46c7-9bda-46f794eba44e.pdf),612 x 792 pts (letter),Wed May 21 13:22:50 2014,4
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20HOUSE/PA%2DCD%2D157/WARREN%20KAMPF/KYW%20WARREN%20KAMPF%20R%20PA%2DHOUSE%2DCD%2D157%20BASEFILE%20STATE%20NAB%20%2814147719273120%29.pdf,2014-10-31 12:12:00,KYW-TV,136.09 Kb,14147719273120,pdfs/14147719273120.pdf,txts/14147719273120.txt,no,,,no,,139355 bytes,yes,1.5,,612 x 792 pts (letter),Fri Sep 12 11:22:29 2014,4
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20HOUSE/PA%2DCD%2D157/WARREN%20KAMPF/KYW%20WARREN%20KAMPF%20R%20PA%2DHOUSE%2DCD%2D157%20BASEFILE%20STATE%20PIQ%20%2814147719257905%29.pdf,2014-10-31 12:12:00,KYW-TV,57.59 Kb,14147719257905,pdfs/14147719257905.pdf,txts/14147719257905.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,58971 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Fri Oct 31 10:29:46 2014,1
contract,1041-92456-1,10/30/14,MENTZER MEDIA SERVICES,FRIENDS OF WARREN KAMPF,CHRISTINE RUSK, 1787 - Kampf Philly TV 10.30-11.4,10/31/14,11/03/14,16,14400.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20HOUSE/PA%2DCD%2D157/WARREN%20KAMPF/KYW%20WARREN%20KAMPF%20R%20PA%2DHOUSE%2DCD%2D157%20ORD92456%20STATE%20CONTRACT%20%2814147719265481%29.pdf,2014-10-31 12:12:00,KYW-TV,83.87 Kb,14147719265481,pdfs/14147719265481.pdf,txts/14147719265481.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,85884 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Fri Oct 31 09:28:11 2014,2
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20HOUSE/PA%2DCD%2D157/WARREN%20KAMPF/KYW%20WARREN%20KAMPF%20R%20PA%2DHOUSE%2DCD%2D157%20ORD92456%20STATE%20ORDER%20%2814147719263065%29.pdf,2014-10-31 12:12:00,KYW-TV,34.09 Kb,14147719263065,pdfs/14147719263065.pdf,txts/14147719263065.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,34904 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Fri Oct 31 09:26:41 2014,3
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/JOHN%20KANE/KYW%20JOHN%20KANE%20D%20STATE%2DSENATE%2DPA%2DSD%2D26%20BASEFILE%20STATE%20DISFIRM%20%2814122802267387%29.pdf,2014-09-10 10:02:00,KYW-TV,49.05 Kb,14122802267387,pdfs/14122802267387.pdf,txts/14122802267387.txt,no,,Hewlett Packard MFP,no,,50228 bytes,yes,1.4,,612 x 792 pts (letter),Wed Sep 10 08:33:18 2014,1
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/JOHN%20KANE/KYW%20JOHN%20KANE%20D%20STATE%2DSENATE%2DPA%2DSD%2D26%20BASEFILE%20STATE%20NAB%20%2814122802360431%29.pdf,2014-09-04 09:57:00,KYW-TV,380.75 Kb,14122802360431,pdfs/14122802360431.pdf,txts/14122802360431.txt,no,,Hewlett Packard MFP,no,,389885 bytes,yes,1.5,,612 x 792 pts (letter),,2
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/JOHN%20KANE/KYW%20JOHN%20KANE%20D%20STATE%2DSENATE%2DPA%2DSD%2D26%20BASEFILE%20STATE%20PIQ%20%2814122802432683%29.pdf,2014-09-04 09:57:00,KYW-TV,56.29 Kb,14122802432683,pdfs/14122802432683.pdf,txts/14122802432683.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,57645 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Thu Sep  4 09:10:30 2014,1
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/JOHN%20KANE/KYW%20JOHN%20KANE%20D%20STATE%2DSENATE%2DPA%2DSD%2D26%20ORD91549%20STATE%20INVOICE%20%2814122802506920%29.pdf,2014-09-19 14:56:00,KYW-TV,51.34 Kb,14122802506920,pdfs/14122802506920.pdf,txts/14122802506920.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,52571 bytes,yes,1.6,,792 x 612 pts (letter),Fri Sep 19 14:53:52 2014,3
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/JOHN%20KANE/KYW%20JOHN%20KANE%20D%20STATE%2DSENATE%2DPA%2DSD%2D26%20ORD91549%20STATE%20ORDER%20%2814122802581784%29.pdf,2014-09-04 09:57:00,KYW-TV,25.41 Kb,14122802581784,pdfs/14122802581784.pdf,txts/14122802581784.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,26024 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Thu Sep  4 08:54:02 2014,1
