"This file contains political files uploaded by WCAU during the years 2014 as of 2014-11-19 23:03:16.352022. This station serves PHILADELPHIA, PA in the PHILADELPHIA market and FCC's partyName--generally the owner-- is NBC TELEMUNDO LICENSE LLC. FCC records give the rfChannel as 34, virtualChannel as 10 and network affiiliate as NBC."
order_number,product,flight_date_start,flight_date_end,advertiser,original_date,revision_date,agency_name,demographic,spots,gross,contract_type,file_url,upload_time,callsign,file_size,fcc_id,pdf_location,txt_location,Tagged,Producer,Creator,Encrypted,Author,File size,Optimized,PDF version,Title,Page size,CreationDate,Pages
509244,political,11/01/14,11/04/14,JOHN KANE 4 ST SENATE,10/31/14,10/31/14,BUYING TIME MEDIA,RA35+,26,"$20,725.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/OTHER/JOHN%20KANE%20FOR%20STATE%20SENATE/John%20Kane509244%2D%2D1%20%2814147907213834%29.pdf,2014-10-31 17:25:00,WCAU,33.72 Kb,14147907213834,pdfs/14147907213834.pdf,txts/14147907213834.txt,no,ReportBuilder,,no,,34531 bytes,no,1.3,,612 x 792.003 pts (letter),Fri Oct 31 16:27:59 2014,3
,,,,,,,,,,,,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/OTHER/MARK%20AURAND%20FOR%20SENATE/1buying%20time%20%2D%20aurand%20inquiry%20NBCOTS%20Political%20Inquiry%20Record%2DCandidate%20Ads%202014%2014134034037400_%20%2814146909361188%29.pdf,2014-10-30 13:42:00,WCAU,1.18 Mb,14146909361188,pdfs/14146909361188.pdf,txts/14146909361188.txt,yes,Toolkit http://www.activepdf.com,Toolkit http://www.activepdf.com,no,,1234258 bytes,no,1.4,,612 x 792 pts (letter),Wed Oct 15 04:30:02 2014,2
504860,political,10/10/14,10/19/14,MARK AURAND FOR SENATE,10/10/14,10/28/14,BUYING TIME MEDIA,RA35+,14,"$8,275.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/OTHER/MARK%20AURAND%20FOR%20SENATE/Mark%20Aurand504860%2D%2D1%20%2814146906423575%29.pdf,2014-10-30 13:37:00,WCAU,27.91 Kb,14146906423575,pdfs/14146906423575.pdf,txts/14146906423575.txt,no,ReportBuilder,,no,,28577 bytes,no,1.3,,612 x 792.003 pts (letter),Wed Oct 29 10:01:44 2014,2
505440,political,10/15/14,10/21/14,MARK AURAND FOR SENATE,10/16/14,10/16/14,BUYING TIME MEDIA,RA35+,23,"$14,350.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/OTHER/MARK%20AURAND%20FOR%20SENATE/Mark%20Aurand505440%20%2814146909109680%29.pdf,2014-10-30 13:41:00,WCAU,39.71 Kb,14146909109680,pdfs/14146909109680.pdf,txts/14146909109680.txt,no,Toolkit http://www.activepdf.com,Toolkit http://www.activepdf.com,no,,40665 bytes,no,1.4,,612 x 792.003 pts (letter),Wed Oct 22 16:40:25 2014,3
506929,political,10/22/14,10/23/14,MARK AURAND FOR SENATE,10/21/14,10/21/14,BUYING TIME MEDIA,RA35+,11,"$7,250.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/OTHER/MARK%20AURAND%20FOR%20SENATE/Mark%20Aurand506929%20%2814146909204051%29.pdf,2014-10-30 13:42:00,WCAU,26.26 Kb,14146909204051,pdfs/14146909204051.pdf,txts/14146909204051.txt,no,Toolkit http://www.activepdf.com,Toolkit http://www.activepdf.com,no,,26892 bytes,no,1.4,,612 x 792.003 pts (letter),Wed Oct 22 16:40:21 2014,2
508432,PAHDCC,10/27/14,11/03/14,PA HOUSE DEMOCRATIC CAMPAIGN,10/28/14,10/28/14,"FORTUNE MEDIA, INC",RA35+,31,"$21,075.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/OTHER/PA%20HOUSE%20DEMOCRATIC%20CAMPAIGN/PA%20House%20Democratic%20508432%2D%2D1%20%2814147068384505%29.pdf,2014-10-30 18:07:00,WCAU,32.28 Kb,14147068384505,pdfs/14147068384505.pdf,txts/14147068384505.txt,no,ReportBuilder,,no,,33053 bytes,no,1.3,,612 x 792.003 pts (letter),Thu Oct 30 18:06:45 2014,3
507860,,10/27/14,10/30/14,TOM MCGARRIGLE FOR SENATE,10/24/14,10/24/14,STRATEGIC MEDIA PLACEMENT,RA35+,14,"$11,250.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/OTHER/TOM%20MCGARRIGLE%20FOR%20SENATE/McGarrigle%2010%2D27%20%20507860%20%2814150301280871%29.pdf,2014-11-03 10:55:00,WCAU,25.67 Kb,14150301280871,pdfs/14150301280871.pdf,txts/14150301280871.txt,no,Toolkit http://www.activepdf.com,Toolkit http://www.activepdf.com,no,,26284 bytes,no,1.4,,612 x 792.003 pts (letter),Wed Oct 29 19:05:24 2014,2
508056,,10/28/14,11/03/14,TOM MCGARRIGLE FOR SENATE,10/28/14,10/28/14,STRATEGIC MEDIA PLACEMENT,RA35+,38,"$46,350.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/OTHER/TOM%20MCGARRIGLE%20FOR%20SENATE/McGarrigle%2010%2D28%20Rev508056%20%2814150301584370%29.pdf,2014-11-03 10:55:00,WCAU,37.13 Kb,14150301584370,pdfs/14150301584370.pdf,txts/14150301584370.txt,no,Toolkit http://www.activepdf.com,Toolkit http://www.activepdf.com,no,,38018 bytes,no,1.4,,612 x 792.003 pts (letter),Wed Oct 29 19:05:23 2014,3
500492,,09/25/14,10/02/14,TOM MCGARRIGLE FOR SENATE,09/25/14,09/26/14,STRATEGIC MEDIA PLACEMENT,RA35+,36,"$38,000.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/OTHER/TOM%20MCGARRIGLE%20FOR%20SENATE/Tom%20McGarrigle%20500492%20%2814150301980775%29.pdf,2014-11-03 10:56:00,WCAU,40.31 Kb,14150301980775,pdfs/14150301980775.pdf,txts/14150301980775.txt,no,Toolkit http://www.activepdf.com,Toolkit http://www.activepdf.com,no,,41274 bytes,no,1.4,,612 x 792.003 pts (letter),Fri Sep 26 14:45:18 2014,3
497391,,09/16/14,09/18/14,TOM MCGARRIGLE FOR SENATE,09/16/14,09/16/14,STRATEGIC MEDIA PLACEMENT,RA1849,4,"$4,200.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/OTHER/TOM%20MCGARRIGLE%20FOR%20SENATE/Tom%20McGarrigle%20E3951497391%20%2814150302151037%29.pdf,2014-11-03 10:56:00,WCAU,23.44 Kb,14150302151037,pdfs/14150302151037.pdf,txts/14150302151037.txt,no,Toolkit http://www.activepdf.com,Toolkit http://www.activepdf.com,no,,24007 bytes,no,1.4,,612 x 792.003 pts (letter),Thu Sep 25 12:12:57 2014,1
502193,,10/02/14,10/12/14,TOM MCGARRIGLE FOR SENATE,10/01/14,10/01/14,STRATEGIC MEDIA PLACEMENT,RA35+,51,"$55,725.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/OTHER/TOM%20MCGARRIGLE%20FOR%20SENATE/Tom%20McGarrigle502193%20%2814150302891876%29.pdf,2014-11-03 10:58:00,WCAU,40.67 Kb,14150302891876,pdfs/14150302891876.pdf,txts/14150302891876.txt,no,Toolkit http://www.activepdf.com,Toolkit http://www.activepdf.com,no,,41642 bytes,no,1.4,,612 x 792.003 pts (letter),Wed Oct  1 20:02:59 2014,3
505105,,10/14/14,10/23/14,TOM MCGARRIGLE FOR SENATE,10/13/14,10/13/14,STRATEGIC MEDIA PLACEMENT,RA35+,35,"$54,275.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/OTHER/TOM%20MCGARRIGLE%20FOR%20SENATE/Tom%20McGarrigle505105%20%2814150303136227%29.pdf,2014-11-03 10:58:00,WCAU,30.40 Kb,14150303136227,pdfs/14150303136227.pdf,txts/14150303136227.txt,no,Toolkit http://www.activepdf.com,Toolkit http://www.activepdf.com,no,,31130 bytes,no,1.4,,612 x 792.003 pts (letter),Wed Oct 15 04:42:53 2014,2
,,,,,,,,,,,,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/OTHER/TOMMY%20TOMLLINSON%20FOR%20ST%20SENATE/Tommy%20Tomlinson%20Political%20Inquiry%20%20%2814146864069157%29.pdf,2014-10-30 12:26:00,WCAU,1.18 Mb,14146864069157,pdfs/14146864069157.pdf,txts/14146864069157.txt,yes,Toolkit http://www.activepdf.com,Toolkit http://www.activepdf.com,no,,1234134 bytes,no,1.4,,612 x 792 pts (letter),Fri Sep 26 14:39:52 2014,2
500661,Political,09/26/14,10/26/14,TOMMY TOMLLINSON FOR STATE SENATE,10/17/14,10/17/14,STRATEGIC MEDIA PLACEMENT,RA35+,29,"$23,225.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/OTHER/TOMMY%20TOMLLINSON%20FOR%20ST%20SENATE/Tommy%20Tomlinson500661%20%2814146864233096%29.pdf,2014-10-30 12:27:00,WCAU,37.79 Kb,14146864233096,pdfs/14146864233096.pdf,txts/14146864233096.txt,no,Toolkit http://www.activepdf.com,Toolkit http://www.activepdf.com,no,,38697 bytes,no,1.4,,612 x 792.003 pts (letter),Wed Oct 22 16:42:45 2014,3
,,,,,,,,,,,,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/PA/CANDIDATE%20%2D%20ISSUE/PA%20House%20Committee%20NBCOTS%20Political%20Inquiry%20Record%2DCandidate%20Ads%202014%20%2D%20V3%20%2814146240584736%29.pdf,2014-10-29 19:07:00,WCAU,1.29 Mb,14146240584736,pdfs/14146240584736.pdf,txts/14146240584736.txt,yes,Adobe PDF Library 11.0,Acrobat PDFMaker 11 for Word,no,A Valued Microsoft Customer,1351402 bytes,yes,1.6,NBC 4/ LOS ANGELES,612 x 792 pts (letter),Thu May 22 09:00:04 2014,2
508432,PAHDCC,10/27/14,11/03/14,PA HOUSE DEMOCRATIC CAMPAIGN,10/28/14,10/28/14,"FORTUNE MEDIA, INC",RA35+,31,"$21,075.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/PA/CANDIDATE%20%2D%20ISSUE/PA%20House%20Dem%20E635%20%20508432%2D%2D1%20%2814146240688725%29.pdf,2014-10-29 19:07:00,WCAU,32.32 Kb,14146240688725,pdfs/14146240688725.pdf,txts/14146240688725.txt,no,ReportBuilder,,no,,33092 bytes,no,1.3,,612 x 792.003 pts (letter),Tue Oct 28 15:28:40 2014,3
465948,Democrat,04/28/14,05/19/14,MCCORD FOR GOVERNOR LLC,04/25/14,05/22/14,AKPD MESSAGE & MEDIA LLC,RA1849,49,"$56,650.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/PA/GOVERNOR/MCCORD%20FOR%20GOVERNOR/MCCORD%204%2D28%20%2D%20465948%2D%2D1%20%2814019053876206%29.pdf,2014-06-04 14:09:00,WCAU,38.80 Kb,14019053876206,pdfs/14019053876206.pdf,txts/14019053876206.txt,no,ReportBuilder,ReportBuilder,no,,39734 bytes,no,1.3,,612 x 792.003 pts (letter),Thu May 22 15:43:09 2014,3
466768,Democrat,04/28/14,05/19/14,MCCORD FOR GOVERNOR LLC,04/30/14,05/22/14,AKPD MESSAGE & MEDIA LLC,RA1849,55,"$51,300.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/PA/GOVERNOR/MCCORD%20FOR%20GOVERNOR/MCCORD%204%2D28%20%2D%20466768%2D%2D1%20%2814019054179943%29.pdf,2014-06-04 14:10:00,WCAU,62.35 Kb,14019054179943,pdfs/14019054179943.pdf,txts/14019054179943.txt,no,ReportBuilder,ReportBuilder,no,,63851 bytes,no,1.3,,612 x 792.003 pts (letter),Thu May 22 15:43:08 2014,5
468718,Democrat,05/12/14,05/20/14,MCCORD FOR GOVERNOR LLC,05/09/14,05/22/14,AKPD MESSAGE & MEDIA LLC,RA1849,52,"$41,200.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/PA/GOVERNOR/MCCORD%20FOR%20GOVERNOR/MCCORD%205%2D12%20%2D%20468718%2D%2D1%20%2814019055681615%29.pdf,2014-06-04 14:12:00,WCAU,51.73 Kb,14019055681615,pdfs/14019055681615.pdf,txts/14019055681615.txt,no,ReportBuilder,ReportBuilder,no,,52976 bytes,no,1.3,,612 x 792.003 pts (letter),Thu May 22 15:43:11 2014,4
467696,Democrat,05/05/14,05/18/14,MCCORD FOR GOVERNOR LLC,05/02/14,05/22/14,AKPD MESSAGE & MEDIA LLC,RA1849,52,"$53,425.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/PA/GOVERNOR/MCCORD%20FOR%20GOVERNOR/MCCORD%205%2D5%20%2D%20467696%2D%2D1%20%2814019054354333%29.pdf,2014-06-04 14:10:00,WCAU,40.77 Kb,14019054354333,pdfs/14019054354333.pdf,txts/14019054354333.txt,no,ReportBuilder,ReportBuilder,no,,41749 bytes,no,1.3,,612 x 792.003 pts (letter),Thu May 22 15:43:10 2014,3
456052,Democrat,03/17/14,03/30/14,MCCORD FOR GOVERNOR LLC,06/24/14,06/24/14,AKPD MESSAGE & MEDIA LLC,RA1849,47,"$131,200.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/PA/GOVERNOR/MCCORD%20FOR%20GOVERNOR/Updated%20McCord%20456052%20%2814036358192386%29.pdf,2014-06-24 14:50:00,WCAU,41.60 Kb,14036358192386,pdfs/14036358192386.pdf,txts/14036358192386.txt,no,ReportBuilder,ReportBuilder,no,,42594 bytes,no,1.3,,612 x 792.003 pts (letter),Tue Jun 24 14:48:34 2014,3
457311,Democrat,03/25/14,03/30/14,MCCORD FOR GOVERNOR LLC,06/24/14,06/24/14,AKPD MESSAGE & MEDIA LLC,RA1849,14,"$13,400.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/PA/GOVERNOR/MCCORD%20FOR%20GOVERNOR/Updated%20McCord%20457311%20%2814036354297546%29.pdf,2014-06-24 14:43:00,WCAU,24.21 Kb,14036354297546,pdfs/14036354297546.pdf,txts/14036354297546.txt,no,ReportBuilder,ReportBuilder,no,,24793 bytes,no,1.3,,612 x 792.003 pts (letter),Tue Jun 24 14:42:13 2014,2
459440,Democrat,03/31/14,04/06/14,MCCORD FOR GOVERNOR LLC,06/24/14,06/24/14,AKPD MESSAGE & MEDIA LLC,RA1849,40,"$40,075.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/PA/GOVERNOR/MCCORD%20FOR%20GOVERNOR/Updated%20McCord%20459440%20%2814036387099028%29.pdf,2014-06-24 15:38:00,WCAU,40.00 Kb,14036387099028,pdfs/14036387099028.pdf,txts/14036387099028.txt,no,ReportBuilder,ReportBuilder,no,,40961 bytes,no,1.3,,612 x 792.003 pts (letter),Tue Jun 24 15:31:33 2014,3
461616,Democrat,04/07/14,04/13/14,MCCORD FOR GOVERNOR LLC,06/24/14,06/24/14,AKPD MESSAGE & MEDIA LLC,RA1849,42,"$50,575.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/PA/GOVERNOR/MCCORD%20FOR%20GOVERNOR/Updated%20McCord%20461616%20%2814036367146016%29.pdf,2014-06-24 15:05:00,WCAU,61.06 Kb,14036367146016,pdfs/14036367146016.pdf,txts/14036367146016.txt,no,ReportBuilder,ReportBuilder,no,,62529 bytes,no,1.3,,612 x 792.003 pts (letter),Tue Jun 24 15:03:42 2014,5
463059,Democrat,04/14/14,04/20/14,MCCORD FOR GOVERNOR LLC,06/24/14,06/24/14,AKPD MESSAGE & MEDIA LLC,RA1849,46,"$58,775.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/PA/GOVERNOR/MCCORD%20FOR%20GOVERNOR/Updated%20McCord%20463059%20%2814036343239186%29.pdf,2014-06-24 14:25:00,WCAU,38.45 Kb,14036343239186,pdfs/14036343239186.pdf,txts/14036343239186.txt,no,ReportBuilder,ReportBuilder,no,,39372 bytes,no,1.3,,612 x 792.003 pts (letter),Tue Jun 24 14:23:07 2014,3
464591,Democrat,04/21/14,04/27/14,MCCORD FOR GOVERNOR LLC,06/24/14,06/24/14,AKPD MESSAGE & MEDIA LLC,RA1849,44,"$45,975.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/PA/GOVERNOR/MCCORD%20FOR%20GOVERNOR/Updated%20McCord%20464591%20%2814036373073830%29.pdf,2014-06-24 15:15:00,WCAU,38.11 Kb,14036373073830,pdfs/14036373073830.pdf,txts/14036373073830.txt,no,ReportBuilder,ReportBuilder,no,,39020 bytes,no,1.3,,612 x 792.003 pts (letter),Tue Jun 24 15:13:04 2014,3
467613,Primary,04/29/14,05/16/14,McGinty for PA Governor,05/02/14,05/22/14,CANAL PARTNERS MEDIA,RA1849,62,"$30,890.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/PA/GOVERNOR/MCGINTY%20FOR%20GOVERNOR/Updated%20McGinty%20467613%20%2814037045900347%29.pdf,2014-06-25 09:56:00,WCAU,71.00 Kb,14037045900347,pdfs/14037045900347.pdf,txts/14037045900347.txt,no,ReportBuilder,ReportBuilder,no,,72702 bytes,no,1.3,,612 x 792.003 pts (letter),Wed Jun 25 09:55:34 2014,6
469178,Primary,05/13/14,05/19/14,McGinty for PA Governor,05/13/14,05/22/14,CANAL PARTNERS MEDIA,RA1849,61,"$34,075.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/PA/GOVERNOR/MCGINTY%20FOR%20GOVERNOR/Updated%20McGinty%20469178%20%2814037043417124%29.pdf,2014-06-25 09:52:00,WCAU,49.94 Kb,14037043417124,pdfs/14037043417124.pdf,txts/14037043417124.txt,no,ReportBuilder,ReportBuilder,no,,51140 bytes,no,1.3,,612 x 792.003 pts (letter),Wed Jun 25 09:49:29 2014,4
469741,Primary,05/20/14,05/20/14,McGinty for PA Governor,05/15/14,05/22/14,CANAL PARTNERS MEDIA,RA1849,6,"$3,650.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/PA/GOVERNOR/MCGINTY%20FOR%20GOVERNOR/Updated%20McGinty%20469741%20%2814037048212269%29.pdf,2014-06-25 10:00:00,WCAU,17.82 Kb,14037048212269,pdfs/14037048212269.pdf,txts/14037048212269.txt,no,ReportBuilder,ReportBuilder,no,,18244 bytes,no,1.3,,612 x 792.003 pts (letter),Wed Jun 25 09:59:47 2014,1
467846,Primary Election Wk #2-#1,05/08/14,05/20/14,MIKE STACK FOR LT GOVERNOR,05/27/14,05/27/14,DUDLEY MEDIA,RA1849,130,"$84,250.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/PA/GOVERNOR/MIKE%20STACK%20FOR%20LT%20GOVERNOR/Mike%20Stack%20Updated%20%20467846%2D%20%2814146847540530%29.pdf,2014-10-30 11:59:00,WCAU,84.02 Kb,14146847540530,pdfs/14146847540530.pdf,txts/14146847540530.txt,no,Toolkit http://www.activepdf.com,Toolkit http://www.activepdf.com,no,,86035 bytes,no,1.4,,612 x 792.003 pts (letter),Fri Jun  6 18:10:08 2014,7
462953,,04/14/14,04/20/14,SCHWARTZ FOR GOVERNOR,05/27/14,05/27/14,SCREEN STRATEGIES MEDIA,RA1849,68,"$84,805.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/PA/GOVERNOR/SCHWARTZ%20FOR%20GOVERNOR/SCHWARTZ%204%2D14%20%2D%20462953%2D%2D1%20%2814019091918254%29.pdf,2014-06-04 15:13:00,WCAU,51.78 Kb,14019091918254,pdfs/14019091918254.pdf,txts/14019091918254.txt,no,ReportBuilder,ReportBuilder,no,,53027 bytes,no,1.3,,612 x 792.003 pts (letter),Tue May 27 17:35:11 2014,4
463999,Primary,04/21/14,04/27/14,SCHWARTZ FOR GOVERNOR,05/27/14,05/27/14,SCREEN STRATEGIES MEDIA,RA1849,69,"$88,815.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/PA/GOVERNOR/SCHWARTZ%20FOR%20GOVERNOR/SCHWARTZ%204%2D21%20%2D%20463999%2D%2D1%20%2814019092109858%29.pdf,2014-06-04 15:13:00,WCAU,43.53 Kb,14019092109858,pdfs/14019092109858.pdf,txts/14019092109858.txt,no,ReportBuilder,ReportBuilder,no,,44574 bytes,no,1.3,,612 x 792.003 pts (letter),Tue May 27 17:31:59 2014,3
465909,Primary,04/28/14,05/11/14,SCHWARTZ FOR GOVERNOR,05/27/14,05/27/14,SCREEN STRATEGIES MEDIA,RA1849,67,"$83,375.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/PA/GOVERNOR/SCHWARTZ%20FOR%20GOVERNOR/SCHWARTZ%204%2D28%20%2D%20465909%2D%2D1%20%2814019092297416%29.pdf,2014-06-04 15:13:00,WCAU,60.95 Kb,14019092297416,pdfs/14019092297416.pdf,txts/14019092297416.txt,no,ReportBuilder,ReportBuilder,no,,62412 bytes,no,1.3,,612 x 792.003 pts (letter),Tue May 27 17:29:22 2014,5
461532,,04/07/14,04/13/14,SCHWARTZ FOR GOVERNOR,05/27/14,05/27/14,SCREEN STRATEGIES MEDIA,RA1849,44,"$44,290.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/PA/GOVERNOR/SCHWARTZ%20FOR%20GOVERNOR/SCHWARTZ%204%2D7%20%2D%20461532%2D%2D1%20%2814019089964912%29.pdf,2014-06-04 15:09:00,WCAU,53.04 Kb,14019089964912,pdfs/14019089964912.pdf,txts/14019089964912.txt,no,ReportBuilder,ReportBuilder,no,,54314 bytes,no,1.3,,612 x 792.003 pts (letter),Tue May 27 17:40:23 2014,4
461554,,04/07/14,04/13/14,SCHWARTZ FOR GOVERNOR,05/27/14,05/27/14,SCREEN STRATEGIES MEDIA,RA1849,5,"$2,250.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/PA/GOVERNOR/SCHWARTZ%20FOR%20GOVERNOR/SCHWARTZ%204%2D7%20%2D%20461554%2D%2D1%20%2814019090105146%29.pdf,2014-06-04 15:10:00,WCAU,24.57 Kb,14019090105146,pdfs/14019090105146.pdf,txts/14019090105146.txt,no,ReportBuilder,ReportBuilder,no,,25160 bytes,no,1.3,,612 x 792.003 pts (letter),Tue May 27 17:38:06 2014,2
461897,,04/08/14,04/14/14,SCHWARTZ FOR GOVERNOR,05/27/14,05/27/14,SCREEN STRATEGIES MEDIA,RA1849,21,"$17,875.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/PA/GOVERNOR/SCHWARTZ%20FOR%20GOVERNOR/SCHWARTZ%204%2D7%20%2D%20461897%2D%2D1%20%2814019091635384%29.pdf,2014-06-04 15:12:00,WCAU,36.52 Kb,14019091635384,pdfs/14019091635384.pdf,txts/14019091635384.txt,no,ReportBuilder,ReportBuilder,no,,37395 bytes,no,1.3,,612 x 792.003 pts (letter),Tue May 27 17:36:53 2014,3
468518,Primary,05/12/14,05/20/14,SCHWARTZ FOR GOVERNOR,05/27/14,05/27/14,SCREEN STRATEGIES MEDIA,RA35+,75,"$94,075.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/PA/GOVERNOR/SCHWARTZ%20FOR%20GOVERNOR/SCHWARTZ%205%2D12%20%2D%20468518%2D%2D1%20%2814019092834724%29.pdf,2014-06-04 15:14:00,WCAU,70.34 Kb,14019092834724,pdfs/14019092834724.pdf,txts/14019092834724.txt,no,ReportBuilder,ReportBuilder,no,,72027 bytes,no,1.3,,612 x 792.003 pts (letter),Tue May 27 17:23:32 2014,6
469554,Primary,05/15/14,05/20/14,SCHWARTZ FOR GOVERNOR,05/27/14,05/27/14,SCREEN STRATEGIES MEDIA,RA35+,15,"$10,650.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/PA/GOVERNOR/SCHWARTZ%20FOR%20GOVERNOR/SCHWARTZ%205%2D15%20%2D%20469554%2D%2D1%20%2814019092836185%29.pdf,2014-06-04 15:14:00,WCAU,27.98 Kb,14019092836185,pdfs/14019092836185.pdf,txts/14019092836185.txt,no,ReportBuilder,ReportBuilder,no,,28656 bytes,no,1.3,,612 x 792.003 pts (letter),Tue May 27 17:19:38 2014,2
467495,Primary,05/05/14,05/11/14,SCHWARTZ FOR GOVERNOR,05/27/14,05/27/14,SCREEN STRATEGIES MEDIA,RA1849,57,"$73,550.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/PA/GOVERNOR/SCHWARTZ%20FOR%20GOVERNOR/SCHWARTZ%205%2D5%20%2D%20467495%2D%2D1%20%2814019092697831%29.pdf,2014-06-04 15:14:00,WCAU,42.54 Kb,14019092697831,pdfs/14019092697831.pdf,txts/14019092697831.txt,no,ReportBuilder,ReportBuilder,no,,43558 bytes,no,1.3,,612 x 792.003 pts (letter),Tue May 27 17:26:20 2014,3
465579,GOVERNOR,04/24/14,04/29/14,TOM CORBETT FOR GOVERNOR,05/27/14,05/27/14,BRABENDER COX,RA35+,46,"$28,490.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/PA/GOVERNOR/TOM%20CORBETT%20FOR%20GOVERNOR/CORBETT%204%2D24%20%2D%20465579%2D%2D1%20%2814019081822388%29.pdf,2014-06-04 14:56:00,WCAU,58.79 Kb,14019081822388,pdfs/14019081822388.pdf,txts/14019081822388.txt,no,ReportBuilder,ReportBuilder,no,,60199 bytes,no,1.3,,612 x 792.003 pts (letter),Tue May 27 17:16:42 2014,5
466525,GOVERNOR,04/30/14,05/06/14,TOM CORBETT FOR GOVERNOR,05/27/14,05/27/14,BRABENDER COX,RA35+,76,"$66,200.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/PA/GOVERNOR/TOM%20CORBETT%20FOR%20GOVERNOR/CORBETT%204%2D30%20%2D%20466525%2D%2D1%20%2814019081957502%29.pdf,2014-06-04 14:56:00,WCAU,61.92 Kb,14019081957502,pdfs/14019081957502.pdf,txts/14019081957502.txt,no,ReportBuilder,ReportBuilder,no,,63404 bytes,no,1.3,,612 x 792.003 pts (letter),Tue May 27 17:16:41 2014,5
469330,GOVERNOR,05/14/14,05/20/14,TOM CORBETT FOR GOVERNOR,05/27/14,05/27/14,BRABENDER COX,RA35+,76,"$74,525.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/PA/GOVERNOR/TOM%20CORBETT%20FOR%20GOVERNOR/CORBETT%205%2D14%20%2D%20469330%2D%2D1%20%2814019082260659%29.pdf,2014-06-04 14:57:00,WCAU,58.26 Kb,14019082260659,pdfs/14019082260659.pdf,txts/14019082260659.txt,no,ReportBuilder,ReportBuilder,no,,59655 bytes,no,1.3,,612 x 792.003 pts (letter),Tue May 27 17:16:39 2014,5
468029,GOVERNOR,05/07/14,05/13/14,TOM CORBETT FOR GOVERNOR,05/27/14,05/27/14,BRABENDER COX,RA35+,93,"$86,950.00",CONTRACT,https://stations.fcc.gov/collect/files/63153/Political%20File/2014/State/PA/GOVERNOR/TOM%20CORBETT%20FOR%20GOVERNOR/CORBETT%205%2D7%20%2D%20468029%2D%2D1%20%2814019082115966%29.pdf,2014-06-04 14:56:00,WCAU,80.45 Kb,14019082115966,pdfs/14019082115966.pdf,txts/14019082115966.txt,no,ReportBuilder,ReportBuilder,no,,82380 bytes,no,1.3,,612 x 792.003 pts (letter),Tue May 27 17:16:43 2014,7
